"Timestamp","Participant ID","Inter-pupillary distance (IPD)","Height","Are you left- or right-handed? ","Vision correction:","Do you suffer from a displacement of equilibrium or similar?","Do you have a known eye disorder?","Have you used the HTC-Vive before?","Did you participate in the ""Virtual Fixtures"" study before? (Sascha Lange)","Do you have experience with 3D computer games?","Do you have experience with 3D stereoscopic display (cinema, games etc.)?","How many hours do you play per week?","Are you working with robots generally in a professional matter? (as a student or as an employee)","Please rate your expertise with industrial robots.","Instability of Situation","Variability of Situation","Complexity of Situation","Arousal","Spare Mental Capacity","Concentration","Division of Attention","Information Quantitiy","Information Quality","Familiarity with Situation","Mental Demand","Physical Demand","Temporal Demand","Performance","Effort","Frustration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I think that I would like to use this system frequently.","I found the system unnecessarily complex.","I thought the system was easy to use.","I think that I would need the support of a technical person to be able to use this system.","I found the various functions in this system were well integrated.","I thought there was too much inconsistency in this system.","I would imagine that most people would learn to use this system very quickly.","I found the system very cumbersome to use.","I felt very confident using the system.","I needed to learn a lot of things before I could get going with this system.","Please rate your sense of being in the virtual environment, on a scale of 1 to 7, where 7 represents your normal experience of being in a place.","To what extent were there times during the experience when the virtual environment was the reality for you?","When you think back to the experience, do you think of the virtual environment more as images that you saw or more as somewhere that you visited?","During the time of the experience, which was the strongest on the whole, your sense of being in the virtual environment or of being elsewhere?","Consider your memory of being in the virtual environment. How similar in terms of the structure of the memory is this to the structure of the memory of other places you have been today? By ‘structure of the memory’ consider things like the extent to which you have a visual memory of the virtual environment, whether that memory is in colour, the extent to which the memory seems vivid or realistic, its size, location in your imagination, the extent to which it is panoramic in your imagination, and other such structural elements.","During the time of your experience, did you often think to yourself that you were actually in the virtual environment?","Instability of Situation","Variability of Situation","Complexity of Situation","Arousal","Spare Mental Capacity","Concentration","Division of Attention","Information Quantitiy","Information Quality","Familiarity with Situation","Mental Demand","Physical Demand","Temporal Demand","Performance","Effort","Frustration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I think that I would like to use this system frequently.","I found the system unnecessarily complex.","I thought the system was easy to use.","I think that I would need the support of a technical person to be able to use this system.","I found the various functions in this system were well integrated.","I thought there was too much inconsistency in this system.","I would imagine that most people would learn to use this system very quickly.","I found the system very cumbersome to use.","I felt very confident using the system.","I needed to learn a lot of things before I could get going with this system.","Please rate your sense of being in the virtual environment, on a scale of 1 to 7, where 7 represents your normal experience of being in a place.","To what extent were there times during the experience when the virtual environment was the reality for you?","When you think back to the experience, do you think of the virtual environment more as images that you saw or more as somewhere that you visited?","During the time of the experience, which was the strongest on the whole, your sense of being in the virtual environment or of being elsewhere?","Consider your memory of being in the virtual environment. How similar in terms of the structure of the memory is this to the structure of the memory of other places you have been today? By ‘structure of the memory’ consider things like the extent to which you have a visual memory of the virtual environment, whether that memory is in colour, the extent to which the memory seems vivid or realistic, its size, location in your imagination, the extent to which it is panoramic in your imagination, and other such structural elements.","During the time of your experience, did you often think to yourself that you were actually in the virtual environment?","Do you think the experiment task was too difficult?","Do you think the experiment was too long?","How would you subjectively describe your level of attention during the experiment?","Which method do you prefer?","Why?","Any comments on the vibration?","What was your strategy to solve the task?","Is there something you want to tell? (improvements?, critique?)","What is your age?","What is your gender?","Profession / field of study:"
"2018/05/31 1:13:26 pm EET","10","58","1,77","right-handed","Glasses","No","","No","No","1","3","1","No","1","2","3","2","6","3","4","4","6","5","5","6","4","5","6","4","3","5","3","3","5","2","5","6","5","2","6","2","2","4","5","5","5","5","6","2","6","5","4","5","5","3","3","5","6","3","5","2","4","2","4","1","3","2","5","5","6","5","3","6","3","3","5","2","6","3","3","3","7","6","6","4","5","4","4","6","2","3","5","2","5","3","4","5","4","2","6","2","3","4","5","4","5","5","5","2","7","6","5","5","5","3","2","5","5","2","5","2","4","2","5","1","4","1","5","5","6","5","5","5","3","1","2","5","with the color changing elements on the obstacles","Es war einfacher zu nutzen. Bei nur Vibration hat man sich immer gleich erschocken","","Langsam durch gehen und versuchen den Roboterarm mit zu drehen","","21","Female","MCI Student"
"2018/05/31 3:28:14 pm EET","12","61","180","left-handed","None","No","","Yes","No","5","5","10","No","2","5","2","4","5","2","6","6","4","4","1","8","4","6","5","8","7","6","1","4","2","5","4","5","5","6","3","4","3","4","4","4","5","2","4","4","3","4","3","3","4","7","5","5","6","4","4","4","5","3","3","2","2","3","3","6","7","4","6","4","3","3","3","3","4","3","6","5","6","5","5","9","3","7","4","9","5","3","4","4","2","4","3","6","2","2","5","4","6","5","5","4","5","5","5","2","7","5","4","2","4","6","3","4","7","2","5","3","4","2","2","1","3","4","3","6","7","5","6","6","5","2","1","4","with the color changing elements on the obstacles","Weil man einen Richtwert hat wie nah man genau an der Wand ist, da man nicht immer so gut erkennt wo der blaue Ball genau ist","Hat oft vibriert, als ich eigentlich dachte, dass ich nichts berühre. In beiden Conditions","Am Anfang langsam und kontrolliert, am Ende eher schnell durch die Hindernisse","eventuell diesen durchsichtigen Ball wegnehmen, damit man weiß wo genau der blaue Ball ist, sobald man ihn aufgenommen hat","21","Male","MCI Student"
"2018/05/31 4:39:59 pm EET","13","66","170","right-handed","None","No","","Yes","No","1","3","1","No","1","4","2","2","3","4","4","3","4","3","1","2","6","5","4","3","7","5","4","6","6","3","6","2","7","6","4","5","5","3","4","4","3","2","2","6","3","4","4","5","3","3","5","5","4","4","3","4","3","3","2","4","3","4","2","3","2","2","4","2","2","4","3","3","5","4","6","4","5","4","2","4","6","6","5","7","3","4","4","4","5","3","4","4","4","3","3","5","4","4","4","5","3","3","3","5","5","4","4","5","5","5","3","4","5","3","3","3","3","3","2","3","3","4","3","3","3","4","4","3","2","2","2","3","without the color","Ich habe mich beim 2. Durchlauf mehr konzentriert, da die Aufgabe schwerer erschien. Dadurch war ich besser.","","1. Durchgang: Mehr auf Schnelligkeit geachtet, mich wenig bewegt
2. Durchgang: vorsichtiger, seitlich geguckt","","20","Female","Bsc. HCI"
"2018/06/01 11:11:12 am EET","15","6.6","175","right-handed","Glasses","No","","Yes","No","4","4","0.5","Yes","4","6","2","3","5","5","5","5","3","3","6","5","7","3","3","2","8","3","2","3","5","2","4","5","6","3","6","3","2","4","3","6","5","5","4","4","5","4","4","3","4","6","4","4","5","5","3","4","4","4","4","2","3","4","4","6","5","3","5","6","5","7","3","1","5","6","6","5","3","3","6","7","8","3","7","7","8","5","2","3","5","5","2","3","6","3","3","5","5","5","5","2","6","3","5","3","6","4","5","3","3","6","5","3","5","5","4","5","4","4","1","1","4","4","5","6","5","5","5","5","6","4","1","4","with the color changing elements on the obstacles","additional information helped to solve the tasks","","try not to hit the walls ","would have been better, if the color of the walls had also been visible from the top of the walls ","25","Female","msc informatics"
"2018/06/01 12:26:38 pm EET","16","72","190","left-handed","Glasses","No","","Yes","No","1","2","20","No","1","1","1","1","1","6","6","4","6","4","6","2","0","1","0","1","2","2","5","2","3","2","2","6","2","2","6","3","1","4","5","4","7","6","5","2","6","6","4","3","5","3","3","3","5","2","5","4","5","2","5","1","5","1","5","5","2","6","5","6","2","1","1","1","5","7","5","4","4","4","6","2","0","1","0","0","0","4","5","3","3","2","3","5","3","3","6","3","2","3","5","4","6","5","5","3","6","5","4","3","5","3","2","3","6","2","5","2","5","2","5","1","4","1","5","5","2","5","5","6","2","1","1","4","with the color changing elements on the obstacles","mehr als einen Reiz als Feedback zu geben, kann sinnvoll sein, um eventuelle körperliche Schwächen auszugleichen. Allerdings sollte eventuell ein anderer Farbverlauf als rot-grün gewählt werden.","An sich gute Idee. Eventuell Steuerelement auch an eine Art Arm koppeln, der weitere Bewegung blockiert, wenn der gesteuerte Roboterarm an einem Hindernis hängt.","Den Kopf des Roboters drehen; da die grundfläche nicht quadratisch ist, hatte die Rotation Einfluss darauf, wie einmach man durch Passagen kommt","Eventuell sollte ein anderer Farbverlauf als rot-grün gewählt werden. In der nächsten Stufe sollten außerdem weitere Ereignisse wie Raketenangriffe (oder meinetwegen irgendwelche von der Decke regnenden Trümmer oder sowas in der Art) in Phase 3 dazu kommen, um Konzenration und Reaktionsfähigkeit sowie Ausweichfähigkeit im engen Raum zu testen (ernst gemeint).","24","Male","Software-Entwicklung"
"2018/06/01 1:37:32 pm EET","17","62","183","right-handed","None","No","","Yes","No","4","2","4","No","2","3","2","3","5","3","3","3","5","5","3","7","5","6","3","6","3","2","4","3","4","2","3","5","2","3","6","4","3","4","5","4","5","5","5","2","6","5","4","4","4","5","2","3","5","2","4","2","5","2","4","1","3","2","4","5","5","5","3","5","3","4","5","4","6","3","5","5","6","3","5","7","6","7","5","6","5","4","5","3","3","2","2","4","3","3","6","3","2","5","3","4","6","6","5","2","6","5","4","3","4","5","3","3","6","2","4","2","4","2","5","2","4","2","4","4","4","4","5","3","3","2","1","4","with the color changing elements on the obstacles","Da man ansonsten erst Feedback bekommt wenn der Fehler schon passiert ist.","","Aus größtenteils einer einzigen Perspektive den Raum analysieren und versuchen automatisch den richtigen Weg zu fahren.","In schmalen Passagen ist es schwierig die Farbe beider Wände zu betrachten.","26","Male","MCI"
"2018/06/04 5:17:39 pm EET","18","69","189","right-handed","None","No","","Yes","No","5","4","8","No","3","4","5","4","6","2","7","4","5","6","4","7","5","3","7","6","5","7","3","2","4","4","4","4","2","4","6","4","3","5","5","6","6","6","4","4","6","4","4","4","4","6","2","2","6","2","4","2","5","1","5","1","4","2","4","7","7","6","6","6","1","1","1","2","6","4","7","2","7","7","7","4","4","2","9","5","0","7","3","1","4","3","4","4","2","3","7","4","4","6","4","4","7","7","4","2","6","6","4","4","6","6","2","4","6","1","4","1","5","1","5","1","5","1","5","7","7","7","7","6","1","1","1","5","without the color","I didn't know how to use the colors to my benefit and from the training phases I knew that I should try to avoid the walls. Also, I felt less distracted without the color changes.","Good!","Turning the gripper when travelling through tunnels (supervisor's advice);","I noticed a significant learning effect in the second version of the experiment (learned paths); carefully show the participant the easiest way to push the buttons - safes time ;-) Also, give the advice that the gripper can be kept pressed (didn't realize it on my own so I had to go and collect the gripper again after every trial, meh)","29","Male","Student Msc Inf"
"2018/06/05 11:39:27 am EET","19","67","180","right-handed","None","No","","Yes","No","5","4","1","Yes","1","2","2","2","7","5","7","7","6","5","1","8","3","2","0","0","3","4","6","1","1","1","2","7","1","1","7","1","2","6","6","4","7","7","7","1","7","7","3","1","7","6","1","1","7","1","5","1","5","1","5","2","5","1","5","7","7","6","7","6","7","1","6","1","7","6","6","6","7","7","3","8","3","3","0","0","3","4","7","1","1","1","1","7","1","1","7","1","1","7","7","4","7","7","7","1","7","7","3","1","7","7","1","1","7","1","5","1","5","1","5","2","5","1","5","7","7","6","6","6","7","1","1","4","with the color changing elements on the obstacles","The color is a helpful to monitor my distance to the wall without having to look really close.","About right. Very helpful.","Figuring out how much space is left on either side of the arm and then just focus on one or max. 2 sides while navigating, because I knew there's enough space left on the other side.","Awesome arm! The level of detail blew me away.","32","Male","HCI-Student"
"2018/06/05 6:38:39 pm EET","20","66","185","right-handed","None","No","","Yes","No","2","3","1","No","1","1","1","1","4","4","3","4","6","6","4","4","2","3","3","2","5","7","2","4","4","4","2","4","2","4","6","4","2","4","4","4","5","4","4","4","6","4","4","3","4","4","4","4","6","3","5","2","4","2","5","2","4","3","5","6","4","4","5","4","4","1","2","2","2","4","3","2","6","5","4","3","2","3","3","1","2","6","4","3","4","3","1","4","3","4","6","4","2","4","4","4","4","4","4","3","6","4","4","4","4","4","4","4","6","3","5","2","5","2","5","1","5","3","5","4","5","5","3","5","2","2","1","3","with the color changing elements on the obstacles","It is easier to recognize when the robot is close to the wall. Though it is more useful while learning.","","None","","26","Male","Doktorand"
"2018/06/05 7:14:20 pm EET","21","58","180","right-handed","None","No","","Yes","No","1","1","0.5","Yes","1","3","3","4","5","5","5","6","6","3","4","3","3","1","5","6","4","6","5","2","4","3","3","5","2","3","5","2","2","5","4","7","6","4","4","4","6","4","4","2","4","5","3","3","5","2","4","2","4","2","5","1","3","2","5","2","2","5","5","1","2","2","2","3","3","3","3","2","5","5","4","3","4","3","2","7","2","6","2","2","5","4","2","5","2","2","4","2","2","6","4","7","6","5","4","4","6","5","4","1","4","4","3","3","5","3","4","2","5","2","5","2","3","2","5","2","2","3","5","1","2","1","1","3","with the color changing elements on the obstacles","Man hatte wenigstens einen Anhaltspunkt bei der Einschätzung der Höhe","","Schnell auf den geraden Strecken, langsam bei Höhen und Kurven","","28","Female","MCI"
"2018/06/06 3:11:25 pm EET","22","65","180","right-handed","Glasses","No","","Yes","No","5","4","11","No","2","1","1","2","6","3","2","5","6","5","2","7","6","10","10","2","8","2","4","1","5","1","4","5","1","1","7","1","1","4","6","4","7","4","4","1","7","6","4","5","4","4","1","4","6","2","5","2","5","2","4","1","4","3","5","5","2","3","7","5","6","1","1","3","5","2","4","4","2","2","7","9","8","8","8","9","7","2","4","2","7","1","4","4","5","4","2","4","5","4","4","4","4","4","2","2","6","4","4","5","3","5","3","6","6","5","2","2","5","3","5","2","4","3","5","3","2","3","7","6","7","2","1","3","with the color changing elements on the obstacles","It is more gamified and gives it an more interesting touch. Also it helps the user to plan an predict his movements.","","I think I should have moved my head and body more in order to better see where I was actually moving towards.","","25","Male","Informatik M.Sc."
"2018/06/06 3:53:53 pm EET","23","54","183","right-handed","None","No","","No","No","1","1","1","No","1","2","2","2","5","3","5","4","4","3","6","8","2","4","4","5","1","7","2","4","7","1","3","4","2","3","7","5","1","4","4","7","4","6","5","1","7","4","3","5","5","6","4","5","6","3","4","1","5","2","3","1","2","1","4","3","2","3","6","2","7","6","5","3","4","5","6","6","3","2","6","8","2","5","4","6","0","6","1","2","6","2","1","5","2","2","5","5","2","5","5","6","4","4","5","1","7","4","5","2","6","6","3","3","6","2","4","1","5","2","4","1","2","1","4","6","6","3","6","4","6","1","2","4","with the color changing elements on the obstacles","It gives a good feedback of the current position of the arm and the ball, so it's easier to calculate the distance in between the walls and the arm.","","Grab the ball and put it on the green place.","","21","Male","MCI"
"2018/06/06 5:37:49 pm EET","24","67","180","left-handed","None","No","","Yes","No","5","5","8","No","3","2","2","3","5","4","5","3","6","4","5","6","3","3","4","2","5","5","6","1","3","2","3","7","1","1","6","4","2","7","6","4","6","7","5","2","6","6","5","3","5","5","2","2","6","2","5","1","5","1","4","1","5","2","5","4","2","4","6","6","2","2","2","3","5","3","3","3","3","4","6","4","9","5","3","8","5","5","6","6","2","2","5","7","1","2","6","2","1","6","6","4","6","5","5","3","7","7","4","2","5","6","2","3","5","3","5","1","5","3","5","1","2","2","5","5","2","4","6","6","3","1","1","4","with the color changing elements on the obstacles","Easier to see without moving around much.","Very helpful, couldn't be missed.","Start slowly, then ramp up until I realize that I make too much mistakes.","Only pressing the Grab-Button once instead of holding it (or using a more comfortable controller like the Oculus Touch) to prevent fatigue / pain.","22","Male","Student in Computer Science"
"2018/06/07 2:34:01 pm EET","25","63","177","left-handed","None","No","","No","No","2","3","0.5","No","1","1","1","1","4","5","2","2","7","7","4","3","4","2","5","3","2","5","2","4","2","3","1","6","1","1","7","2","2","5","7","7","7","7","5","1","7","7","4","2","7","4","1","3","7","1","5","1","4","1","5","1","5","1","5","1","4","6","1","7","1","1","1","1","5","4","5","5","7","7","3","4","3","3","4","2","1","7","1","1","1","3","1","7","1","1","7","2","1","5","1","7","7","7","7","1","7","7","3","1","7","5","1","2","7","1","5","1","4","1","5","1","5","1","5","1","2","7","1","7","1","1","1","4","with the color changing elements on the obstacles","Gives a better estimate of how close I am getting to the wall","","Trying to be fast but careful","","27","Female","Master Informatik"
"2018/06/08 12:43:08 pm EET","27","65","178","right-handed","Glasses","No","","Yes","No","5","4","6","No","1","6","5","3","2","2","2","2","3","7","2","1","1","1","4","2","1","6","4","5","6","3","3","3","1","3","6","3","3","1","7","4","5","5","3","3","7","3","6","3","2","2","5","6","6","4","5","1","5","1","3","1","1","2","5","6","5","5","6","6","6","2","4","3","2","6","2","2","3","6","3","1","1","0","6","2","0","6","2","3","6","2","2","3","3","2","6","4","2","2","5","4","6","4","5","3","6","3","6","6","2","2","4","5","5","4","4","1","5","1","4","1","3","1","5","6","6","5","6","5","6","1","1","3","without the color","When the walls are colored and change their pattern, they feel unreal and I started to loose the room perception. Also often the image of the robot arm was blocking the sight. ","I mostly ignored it in the first run, but I could use it as a source of information in the second run. It would be useful if the amount of vibration would be increasing, so I can recognize it as a penalty (rather than a warning)","First get the fastest route, than check the right rotation. I tried to change as less angles as possible.","loose the table. I am pretty sure I could perform better with more view points to check the situation and position my body","23","Male","Bachelor Informatics"
